Card,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
0850,08/16/2018,08/17/2018,Amazon.com,Merchandise & Inventory,Sale,-11.18,
0850,08/16/2018,08/17/2018,AMZN Mktp US,Merchandise & Inventory,Sale,-13.99,
0850,08/15/2018,08/16/2018,MCDONALD'S F11829,Food & Drink,Sale,-3.61,
0850,08/15/2018,08/16/2018,NJMVC FLEMINGTON,Bills & Utilities,Sale,-10.13,
0850,08/15/2018,08/16/2018,AMZN Mktp US,Merchandise & Inventory,Sale,-51.89,
0850,08/15/2018,08/16/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-29.50,
0850,08/14/2018,08/15/2018,PCG FOR NJEIS FCP,Health & Wellness,Sale,-315.00,
0850,08/12/2018,08/13/2018,AMZN Mktp US,Merchandise & Inventory,Sale,-37.99,
0850,08/12/2018,08/13/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,08/12/2018,08/13/2018,APL* ITUNES.COM/BILL,Merchandise & Inventory,Sale,-10.64,
0850,08/10/2018,08/12/2018,HUNTERDON PEDIATRIC ASSOC,Health & Wellness,Sale,-25.00,
0850,08/09/2018,08/12/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-3.10,
0850,08/08/2018,08/09/2018,HUAWEI DEVICE USA,Office & Shipping,Sale,-113.12,
0850,08/07/2018,08/08/2018,SHOPRITE CLINTON S1,Food & Drink,Sale,-34.75,
0850,08/07/2018,08/08/2018,AMZN Mktp US,Merchandise & Inventory,Sale,-28.87,
0850,08/08/2018,08/08/2018,aliexpress,Merchandise & Inventory,Sale,-36.00,
0850,08/06/2018,08/07/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,08/05/2018,08/07/2018,EXXONMOBIL    47983937,Gas,Sale,-31.37,
0850,08/06/2018,08/07/2018,LOWES #02552*,Repair & Maintenance,Return,138.19,
0850,08/06/2018,08/07/2018,LOWES #02552*,Repair & Maintenance,Sale,-21.30,
0850,08/06/2018,08/06/2018,Amazon Video On Demand,Merchandise & Inventory,Return,4.25,
0850,08/05/2018,08/06/2018,LOWES #02552*,Repair & Maintenance,Sale,-138.19,
0850,08/05/2018,08/06/2018,CRICKET WIRELESS,Bills & Utilities,Sale,-100.00,
0850,08/04/2018,08/05/2018,Amazon Video On Demand,Merchandise & Inventory,Sale,-4.25,
0850,08/04/2018,08/05/2018,NJM INSURANCE COMPANY,Bills & Utilities,Sale,-62.40,
0850,08/03/2018,08/05/2018,THE PORTASOFT CO INC,Repair & Maintenance,Sale,-28.79,
0850,08/02/2018,08/03/2018,ITALKBB,Bills & Utilities,Sale,-9.95,
0850,08/02/2018,08/03/2018,HIS*HISCOX INC,Bills & Utilities,Sale,-36.88,
0850,08/01/2018,08/02/2018,PAYNOW *FIRST ENERGY COR,Bills & Utilities,Sale,-187.41,
0850,08/01/2018,08/02/2018,DIGITALOCEAN.COM,Office & Shipping,Sale,-5.00,
0850,08/01/2018,08/02/2018,GOOGLE *GSUITE_entrepi,Professional Services,Sale,-5.00,
0850,07/30/2018,08/01/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-2.34,
0850,07/31/2018,08/01/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.00,
0850,07/30/2018,07/31/2018,YMCA HUNTERDON COUNTY,Gifts & Donations,Sale,-86.00,
0850,07/30/2018,07/31/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-11.47,
0850,07/30/2018,07/31/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-11.73,
0850,07/26/2018,07/29/2018,EXXONMOBIL    47983937,Gas,Sale,-32.46,
0850,07/28/2018,07/29/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/29/2018,07/29/2018,COMCAST,Bills & Utilities,Sale,-77.71,
0850,07/27/2018,07/29/2018,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-39.95,
0850,07/26/2018,07/27/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/26/2018,07/26/2018,AUTOMATIC PAYMENT - THANK,,Payment,2099.73,
0850,07/24/2018,07/26/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-2.34,
0850,07/24/2018,07/25/2018,COSTCO WHSE #1070,Health & Wellness,Sale,-108.77,
0850,07/24/2018,07/25/2018,MCDONALD'S F11829,Food & Drink,Sale,-1.07,
0850,07/24/2018,07/25/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/21/2018,07/23/2018,YES ASIAN BISTRO,Food & Drink,Sale,-124.33,
0850,07/21/2018,07/22/2018,AFM OF NORTH PLAIN,Food & Drink,Sale,-120.96,
0850,07/21/2018,07/22/2018,MELICKS TOWN FARM,Food & Drink,Sale,-17.45,
0850,07/18/2018,07/19/2018,GOOGLE *SVCSAPPS_entre,Professional Services,Sale,-5.00,
0850,07/17/2018,07/18/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-40.22,
0850,07/17/2018,07/18/2018,CIGNA PHARM OF PA,Health & Wellness,Sale,-14.97,
0850,07/17/2018,07/18/2018,Amazon.com,Merchandise & Inventory,Sale,-18.98,
0850,07/15/2018,07/17/2018,EXXONMOBIL    47983937,Gas,Sale,-33.70,
0850,07/16/2018,07/17/2018,Amazon.com,Merchandise & Inventory,Sale,-306.00,
0850,07/17/2018,07/17/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-29.98,
0850,07/15/2018,07/16/2018,MCDONALD'S F11829,Food & Drink,Sale,-5.33,
0850,07/13/2018,07/15/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-24.41,
0850,07/13/2018,07/15/2018,Amazon.com,Merchandise & Inventory,Sale,-18.01,
0850,07/13/2018,07/15/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/10/2018,07/13/2018,WAL-MART #2582,Merchandise & Inventory,Return,7.24,
0850,07/12/2018,07/13/2018,Amazon.com,Merchandise & Inventory,Sale,-19.13,
0850,07/11/2018,07/12/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-17.99,
0850,07/10/2018,07/11/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-33.28,
0850,07/10/2018,07/11/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-30.49,
0850,07/09/2018,07/10/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,07/09/2018,07/10/2018,Amazon.com,Merchandise & Inventory,Sale,-71.26,
0850,07/07/2018,07/09/2018,EXXONMOBIL    47983937,Gas,Sale,-48.96,
0850,07/07/2018,07/09/2018,EXXONMOBIL    47983937,Gas,Sale,-35.00,
0850,07/07/2018,07/08/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,07/06/2018,07/08/2018,NEW JERSEY E-ZPASS,Travel,Sale,-50.00,
0850,07/05/2018,07/06/2018,CRICKET WIRELESS,Bills & Utilities,Sale,-100.00,
0850,07/03/2018,07/05/2018,THE PORTASOFT CO INC,Repair & Maintenance,Sale,-28.79,
0850,07/04/2018,07/05/2018,PP*NEWEGG-EBAY,Merchandise & Inventory,Sale,-106.61,
0850,07/03/2018,07/04/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-31.36,
0850,07/02/2018,07/04/2018,STARBUCKS STORE 07443,Food & Drink,Sale,-2.89,
0850,07/02/2018,07/04/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-3.10,
0850,07/02/2018,07/04/2018,EXXONMOBIL    47983937,Gas,Sale,-44.00,
0850,06/29/2018,07/03/2018,ALIEXPRESS,Merchandise & Inventory,Sale,-31.50,
0850,07/02/2018,07/03/2018,ITALKBB,Bills & Utilities,Sale,-10.37,
0850,07/02/2018,07/03/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/02/2018,07/03/2018,PAYNOW *FIRST ENERGY COR,Bills & Utilities,Sale,-108.84,
0850,07/02/2018,07/03/2018,NJT PABT          5708,Travel,Sale,-23.20,
0850,07/02/2018,07/03/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,07/03/2018,07/03/2018,WWW COSTCO COM,Merchandise & Inventory,Sale,-12.99,
0850,07/02/2018,07/03/2018,HIS*HISCOX INC,Bills & Utilities,Sale,-36.88,
0850,06/30/2018,07/02/2018,APL* ITUNES.COM/BILL,Merchandise & Inventory,Sale,-10.64,
0850,07/01/2018,07/02/2018,DIGITALOCEAN.COM,Office & Shipping,Sale,-5.00,
0850,06/29/2018,07/01/2018,AVADYNE HEALTH,Health & Wellness,Sale,-120.00,
0850,06/29/2018,07/01/2018,TRANS BRIDGE TOURS C,Travel,Sale,-88.30,
0850,06/30/2018,07/01/2018,YMCA HUNTERDON COUNTY,Gifts & Donations,Sale,-86.00,
0850,07/01/2018,07/01/2018,Amazon Services-Kindle,Merchandise & Inventory,Sale,-26.65,
0850,06/29/2018,07/01/2018,HOMEDEPOT.COM,Repair & Maintenance,Sale,-265.50,
0850,06/29/2018,07/01/2018,LMR CLEANOUT &amp; DISPOSAL,Bills & Utilities,Sale,-87.00,
0850,06/28/2018,06/29/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/27/2018,06/28/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-36.87,
0850,06/27/2018,06/28/2018,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-39.95,
0850,06/26/2018,06/27/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/27/2018,06/27/2018,COMCAST,Bills & Utilities,Sale,-81.71,
0850,06/26/2018,06/26/2018,AUTOMATIC PAYMENT - THANK,,Payment,3184.28,
0850,06/24/2018,06/26/2018,HOMEDEPOT.COM,Repair & Maintenance,Sale,-265.50,
0850,06/25/2018,06/26/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-38.72,
0850,06/24/2018,06/25/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/24/2018,06/25/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/24/2018,06/25/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/22/2018,06/24/2018,PRICELINE*HOTEL ROOMS,Travel,Sale,-122.54,
0850,06/21/2018,06/22/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/19/2018,06/20/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/16/2018,06/18/2018,CHUNG SOL GARDEN,Food & Drink,Sale,-64.40,
0850,06/17/2018,06/18/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/16/2018,06/17/2018,99 RANCH #1601,Food & Drink,Sale,-111.50,
0850,06/14/2018,06/15/2018,MCDONALD'S F11829,Food & Drink,Sale,-5.74,
0850,06/13/2018,06/14/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/13/2018,06/14/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/07/2018,06/11/2018,HIS*HISCOX INC,Bills & Utilities,Sale,-36.88,
0850,06/10/2018,06/11/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/10/2018,06/11/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/09/2018,06/11/2018,99 RANCH #1601,Food & Drink,Sale,-102.50,
0850,06/10/2018,06/11/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,06/07/2018,06/10/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-2.34,
0850,06/07/2018,06/08/2018,MCDONALD'S F11829,Food & Drink,Sale,-1.07,
0850,06/07/2018,06/08/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-1.50,
0850,06/07/2018,06/08/2018,THE UPS STORE #4525,Office & Shipping,Sale,-10.14,
0850,06/07/2018,06/08/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-36.10,
0850,06/06/2018,06/07/2018,CRICKET WIRELESS,Bills & Utilities,Sale,-100.00,
0850,06/04/2018,06/06/2018,THE PORTASOFT CO INC,Repair & Maintenance,Sale,-28.79,
0850,06/03/2018,06/04/2018,99 RANCH #1601,Food & Drink,Sale,-17.78,
0850,06/03/2018,06/04/2018,99 RANCH #1601,Food & Drink,Sale,-14.40,
0850,06/03/2018,06/04/2018,99 RANCH #1601,Food & Drink,Sale,-144.93,
0850,06/02/2018,06/03/2018,NJM INSURANCE COMPANY,Bills & Utilities,Sale,-151.00,
0850,06/02/2018,06/03/2018,ITALKBB,Bills & Utilities,Sale,-10.37,
0850,06/02/2018,06/03/2018,GOOGLE *SVCSAPPS_entre,Professional Services,Sale,-5.00,
0850,06/01/2018,06/03/2018,DIGITALOCEAN.COM,Office & Shipping,Sale,-5.00,
0850,05/31/2018,06/01/2018,TRANS BRIDGE TOURS C,Travel,Sale,-325.10,
0850,05/31/2018,06/01/2018,MCDONALD'S F11829,Food & Drink,Sale,-1.38,
0850,05/31/2018,06/01/2018,TRANS BRIDGE TOURS C,Travel,Sale,-44.15,
0850,05/30/2018,05/31/2018,APL* ITUNES.COM/BILL,Merchandise & Inventory,Sale,-10.64,
0850,05/30/2018,05/31/2018,YMCA HUNTERDON COUNTY,Gifts & Donations,Sale,-86.00,
0850,05/30/2018,05/31/2018,PAYNOW *FIRST ENERGY COR,Bills & Utilities,Sale,-86.93,
0850,05/28/2018,05/30/2018,CRAYOLA EXPERIENCE,Entertainment,Sale,-32.54,
0850,05/28/2018,05/30/2018,CRAYOLA EXPERIENCE,Entertainment,Sale,-2.99,
0850,05/28/2018,05/30/2018,PINE ST. GARAGE,Travel,Sale,-9.00,
0850,05/29/2018,05/30/2018,MCDONALD'S F11829,Food & Drink,Sale,-1.07,
0850,05/28/2018,05/30/2018,CRAYOLA EXPERIENCE,Entertainment,Sale,-10.15,
0850,05/28/2018,05/29/2018,Amazon.com,Merchandise & Inventory,Sale,-6.86,
0850,05/29/2018,05/29/2018,COMCAST,Bills & Utilities,Sale,-96.36,
0850,05/27/2018,05/28/2018,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-39.95,
0850,05/26/2018,05/28/2018,THE HOME DEPOT #0947,Repair & Maintenance,Sale,-158.87,
0850,05/25/2018,05/25/2018,AUTOMATIC PAYMENT - THANK,,Payment,1778.42,
0850,05/23/2018,05/25/2018,EXXONMOBIL    47983937,Gas,Sale,-38.01,
0850,05/22/2018,05/24/2018,ACACIA BEACHFRONT RESORT,Travel,Sale,-169.30,
0850,05/23/2018,05/24/2018,USA*EAT RIGHT VENDING,Food & Drink,Sale,-2.00,
0850,05/21/2018,05/23/2018,ANN TAYLOR #490,Merchandise & Inventory,Return,35.42,
0850,05/22/2018,05/23/2018,ITALKBB,Bills & Utilities,Sale,-31.98,
0850,05/22/2018,05/23/2018,HUNTERDON PEDIATRIC ASSOC,Health & Wellness,Sale,-25.00,
0850,05/21/2018,05/22/2018,TRANS BRIDGE TOURS C,Travel,Sale,-46.60,
0850,05/21/2018,05/22/2018,THE UPS STORE #4525,Office & Shipping,Sale,-10.14,
0850,05/20/2018,05/21/2018,YMCA HUNTERDON COUNTY,Gifts & Donations,Sale,-27.74,
0850,05/18/2018,05/20/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-1.71,
0850,05/18/2018,05/20/2018,CLINTON WINE &amp; SPIRITS,Food & Drink,Sale,-30.89,
0850,05/18/2018,05/20/2018,EXPRESS.COM,Merchandise & Inventory,Sale,-109.80,
0850,05/18/2018,05/20/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-42.37,
0850,05/13/2018,05/15/2018,THE HOME DEPOT #0947,Repair & Maintenance,Sale,-41.99,
0850,05/14/2018,05/15/2018,WWW.NEWEGG.COM,Merchandise & Inventory,Sale,-10.28,
0850,05/13/2018,05/15/2018,Dun Huang Edison,Food & Drink,Sale,-51.81,
0850,05/13/2018,05/14/2018,ANNTAYLOR.COM #611,Merchandise & Inventory,Sale,-149.09,
0850,05/13/2018,05/14/2018,GOOGLE *Google Play,Entertainment,Sale,-4.25,
0850,05/13/2018,05/14/2018,99 RANCH #1601,Food & Drink,Sale,-147.31,
0850,05/13/2018,05/14/2018,WAWA 8341     00083410,Gas,Sale,-48.25,
0850,05/11/2018,05/13/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-18.99,
0850,05/10/2018,05/10/2018,Amazon.com,Merchandise & Inventory,Sale,-82.08,
0850,05/09/2018,05/10/2018,ELIZABETHTOWN GAS BILL,Bills & Utilities,Sale,-232.74,
0850,05/07/2018,05/08/2018,MCDONALD'S F11829,Food & Drink,Sale,-17.57,
0850,05/08/2018,05/08/2018,Amazon.com,Merchandise & Inventory,Sale,-213.24,
0850,05/08/2018,05/08/2018,Amazon Services-Kindle,Merchandise & Inventory,Sale,-1.06,
0850,05/06/2018,05/08/2018,Dun Huang Edison,Food & Drink,Sale,-44.76,
0850,05/06/2018,05/07/2018,TARGET        00012245,Merchandise & Inventory,Sale,-44.75,
0850,05/06/2018,05/07/2018,TARGET        00012245,Merchandise & Inventory,Sale,-4.21,
0850,05/06/2018,05/07/2018,99 RANCH #1601,Food & Drink,Sale,-143.92,
0850,05/04/2018,05/06/2018,LOWES #00907*,Repair & Maintenance,Sale,-3.18,
0850,05/04/2018,05/06/2018,THE PORTASOFT CO INC,Repair & Maintenance,Sale,-28.79,
0850,05/05/2018,05/06/2018,CRICKET WIRELESS,Bills & Utilities,Sale,-100.00,
0850,05/03/2018,05/04/2018,NYCFINANCECONVENIENCEFEE,Bills & Utilities,Sale,-1.49,
0850,05/03/2018,05/04/2018,DOF PARKINGANDCAMERA TIX,Bills & Utilities,Sale,-60.00,
0850,05/02/2018,05/04/2018,HUNTERDON FAMILY MEDICINE,Health & Wellness,Sale,-25.00,
0850,05/03/2018,05/04/2018,ITALKBB,Bills & Utilities,Sale,-12.33,
0850,05/03/2018,05/04/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-1.57,
0850,05/02/2018,05/03/2018,HIS*HISCOX INC,Bills & Utilities,Sale,-36.88,
0850,05/02/2018,05/02/2018,GOOGLE *SVCSAPPS_entre,Professional Services,Sale,-5.00,
0850,05/01/2018,05/02/2018,DIGITALOCEAN.COM,Office & Shipping,Sale,-5.00,
0850,05/01/2018,05/02/2018,PAYNOW*FIRST ENERGY CORP,Bills & Utilities,Sale,-117.50,
0850,05/01/2018,05/02/2018,MACYS   .COM,Merchandise & Inventory,Sale,-78.85,
0850,04/30/2018,05/01/2018,APL* ITUNES.COM/BILL,Merchandise & Inventory,Sale,-10.64,
0850,04/29/2018,04/30/2018,NEW JERSEY E-ZPASS,Travel,Sale,-25.00,
0850,04/27/2018,04/29/2018,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-39.95,
0850,04/29/2018,04/29/2018,COMCAST,Bills & Utilities,Sale,-96.36,
0850,04/28/2018,04/29/2018,Amazon.com,Merchandise & Inventory,Sale,-16.05,
0850,04/26/2018,04/29/2018,PRU THAI,Food & Drink,Sale,-45.85,
0850,04/27/2018,04/29/2018,NEW JERSEY E-ZPASS,Travel,Sale,-25.00,
0850,04/27/2018,04/29/2018,CIGNA PHARM OF PA,Health & Wellness,Sale,-12.62,
0850,04/26/2018,04/26/2018,AUTOMATIC PAYMENT - THANK,,Payment,9470.58,
0850,04/21/2018,04/22/2018,TARGET        00012245,Merchandise & Inventory,Sale,-39.50,
0850,04/22/2018,04/22/2018,Amazon Services-Kindle,Merchandise & Inventory,Return,15.98,
0850,04/21/2018,04/22/2018,SARKU JAPAN SUSHI,Food & Drink,Sale,-9.48,
0850,04/21/2018,04/22/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-9.12,
0850,04/21/2018,04/22/2018,ITALKBB,Bills & Utilities,Sale,-29.93,
0850,04/18/2018,04/22/2018,NEXTDIRECTORY.COM,Merchandise & Inventory,Sale,-35.00,
0850,04/20/2018,04/20/2018,AliExpress,Merchandise & Inventory,Sale,-3.04,
0850,04/20/2018,04/20/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-14.99,
0850,04/19/2018,04/19/2018,Amazon Services-Kindle,Merchandise & Inventory,Sale,-15.98,
0850,04/18/2018,04/19/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-14.25,
0850,04/17/2018,04/18/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-18.86,
0850,04/15/2018,04/18/2018,NEXT DIRECTORY,Merchandise & Inventory,Sale,-103.00,
0850,04/17/2018,04/18/2018,HUNTERDON PEDIATRIC ASSOC,Health & Wellness,Sale,-25.00,
0850,04/16/2018,04/18/2018,CASCADE DAFO E STORE,Health & Wellness,Sale,-58.50,
0850,04/15/2018,04/16/2018,LIFETOUCH PRESCHOOL PORTR,Merchandise & Inventory,Sale,-60.00,
0850,04/14/2018,04/15/2018,SQ *FARM BARN CAFE AT DUK,Food & Drink,Sale,-7.41,
0850,04/14/2018,04/15/2018,99 RANCH #1601,Food & Drink,Sale,-93.62,
0850,04/14/2018,04/15/2018,SQ *FARM BARN CAFE AT DUK,Food & Drink,Sale,-1.97,
0850,04/08/2018,04/10/2018,SHAKE SHACK 1144,Food & Drink,Sale,-32.24,
0850,04/08/2018,04/09/2018,MACYS  BRIDGEWATER,Merchandise & Inventory,Return,81.99,
0850,04/07/2018,04/08/2018,TARGET        00012245,Merchandise & Inventory,Sale,-118.63,
0850,04/07/2018,04/08/2018,99 RANCH #1601,Food & Drink,Sale,-156.50,
0850,04/06/2018,04/06/2018,CRICKET WIRELESS,Bills & Utilities,Sale,-100.00,
0850,04/04/2018,04/05/2018,ITALKBB,Bills & Utilities,Sale,-71.94,
0850,04/04/2018,04/05/2018,NJM INSURANCE COMPANY,Bills & Utilities,Sale,-151.00,
0850,04/03/2018,04/05/2018,THE PORTASOFT CO INC,Repair & Maintenance,Sale,-28.79,
0850,04/03/2018,04/04/2018,PAYNOW*FIRST ENERGY CORP,Bills & Utilities,Sale,-136.95,
0850,04/02/2018,04/03/2018,HIS*HISCOX INC,Bills & Utilities,Sale,-36.88,
0850,04/02/2018,04/03/2018,MACYS   .COM,Merchandise & Inventory,Sale,-78.00,
0850,04/01/2018,04/02/2018,GOOGLE *SVCSAPPS_entre,Professional Services,Sale,-5.00,
0850,04/01/2018,04/02/2018,DIGITALOCEAN.COM,Office & Shipping,Sale,-5.00,
0850,03/30/2018,04/01/2018,LMR CLEANOUT &amp; DISPOSAL,Bills & Utilities,Sale,-87.00,
0850,03/29/2018,04/01/2018,HOMEDEPOT.COM,Repair & Maintenance,Sale,-59.62,
0850,03/30/2018,04/01/2018,APL* ITUNES.COM/BILL,Merchandise & Inventory,Sale,-8.52,
0850,03/30/2018,03/30/2018,LANDS END,Merchandise & Inventory,Return,201.26,
0850,03/30/2018,03/30/2018,INTUIT *TURBOTAX,Office & Shipping,Sale,-26.65,
0850,03/29/2018,03/30/2018,RAYMOUR &amp; FLANIGAN P4,Merchandise & Inventory,Sale,-1586.58,
0850,03/29/2018,03/29/2018,COMCAST,Bills & Utilities,Sale,-96.39,
0850,03/26/2018,03/28/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-2.89,
0850,03/27/2018,03/28/2018,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-39.95,
0850,03/26/2018,03/27/2018,DUANE READE #14223,Health & Wellness,Sale,-25.48,
0850,03/26/2018,03/27/2018,NEW JERSEY E-ZPASS,Travel,Sale,-25.00,
0850,03/26/2018,03/26/2018,AUTOMATIC PAYMENT - THANK,,Payment,2411.60,
0850,03/25/2018,03/26/2018,Amazon Services-Kindle,Merchandise & Inventory,Sale,-16.01,
0850,03/23/2018,03/25/2018,HUNTERDON PEDIATRIC ASSOC,Health & Wellness,Sale,-25.00,
0850,03/24/2018,03/25/2018,TARGET        00012245,Merchandise & Inventory,Sale,-2.83,
0850,03/24/2018,03/25/2018,TARGET        00012245,Merchandise & Inventory,Sale,-62.55,
0850,03/24/2018,03/25/2018,99 RANCH #1601,Food & Drink,Sale,-187.65,
0850,03/23/2018,03/25/2018,TALBOTS #1189,Merchandise & Inventory,Return,32.98,
0850,03/22/2018,03/23/2018,MCDONALD'S F11829,Food & Drink,Sale,-2.34,
0850,03/22/2018,03/23/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-0.80,
0850,03/22/2018,03/23/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-11.23,
0850,03/22/2018,03/23/2018,WAL-MART #2582,Merchandise & Inventory,Sale,-10.08,
0850,03/22/2018,03/23/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-28.78,
0850,03/21/2018,03/22/2018,ITALKBB,Bills & Utilities,Sale,-29.93,
0850,03/20/2018,03/21/2018,MCDONALD'S F11829,Food & Drink,Sale,-3.94,
0850,03/20/2018,03/21/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-26.99,
0850,03/20/2018,03/20/2018,Amazon.com,Merchandise & Inventory,Sale,-143.30,
0850,03/19/2018,03/20/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-39.98,
0850,03/18/2018,03/19/2018,TARGET        00012245,Food & Drink,Sale,-34.14,
0850,03/17/2018,03/19/2018,NEW JERSEY E-ZPASS,Travel,Sale,-36.85,
0850,03/16/2018,03/18/2018,UNITED     01623902626393,Travel,Sale,-2115.00,
0850,03/16/2018,03/18/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-34.98,
0850,03/16/2018,03/18/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-41.78,
0850,03/15/2018,03/16/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-31.07,
0850,03/14/2018,03/16/2018,PRU THAI,Food & Drink,Sale,-16.00,
0850,03/15/2018,03/16/2018,MACYS   .COM,Merchandise & Inventory,Sale,-30.00,
0850,03/14/2018,03/16/2018,MTA MVM*R533-FLUSHIQPS,Travel,Sale,-41.90,
0850,03/14/2018,03/15/2018,Amazon.com,Merchandise & Inventory,Sale,-250.55,
0850,03/14/2018,03/15/2018,MCDONALD'S F11829,Food & Drink,Sale,-6.28,
0850,03/14/2018,03/15/2018,MACYS   .COM,Merchandise & Inventory,Sale,-51.18,
0850,03/14/2018,03/15/2018,AMAZON MKTPLACE PMTS,Merchandise & Inventory,Sale,-69.20,
0850,03/14/2018,03/15/2018,STARBUCKS STORE 16676,Food & Drink,Sale,-2.34,
0850,03/14/2018,03/14/2018,GOOGLE *Google Play,Entertainment,Sale,-2.12,
0850,03/12/2018,03/13/2018,HUNTERDON PEDIATRIC AS,Health & Wellness,Sale,-25.00,
0850,03/10/2018,03/12/2018,CITY OF EASTON PARKING M,Travel,Sale,-3.00,
0850,03/10/2018,03/12/2018,CITY OF EASTON PARKING M,Travel,Sale,-2.50,
0850,03/11/2018,03/12/2018,AFM OF PISCATAWAY,Food & Drink,Sale,-150.95,
0850,03/11/2018,03/12/2018,J. CREW #717,Merchandise & Inventory,Return,157.20,
0850,03/11/2018,03/12/2018,TARGET        00012245,Food & Drink,Sale,-57.87,
0850,03/11/2018,03/12/2018,GOOGLE *INOVE,Office & Shipping,Sale,-2.49,
0850,03/11/2018,03/12/2018,SARKU JAPAN SUSHI,Food & Drink,Sale,-19.49,
0850,03/10/2018,03/12/2018,THE CRAYOLA EXPERIENCE,Entertainment,Sale,-12.54,
7332,03/09/2018,03/11/2018,MACYS   .COM,Merchandise & Inventory,Sale,-61.99,
7332,03/10/2018,03/11/2018,MACYS   .COM,Merchandise & Inventory,Sale,-29.99,
7332,03/09/2018,03/11/2018,SHOPRITE CLINTON S1,Food & Drink,Sale,-92.40,
