Card,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
74,08/03/2020,08/04/2020,Amazon web services,Office & Shipping,Sale,-0.8,
74,08/02/2020,08/03/2020,AMZN Mktp US*MF1LI6N30,Merchandise & Inventory,Sale,-20.24,
74,08/02/2020,08/03/2020,NJ EZPASS,Travel,Sale,-50,
74,08/03/2020,08/03/2020,GRFRESHMARKET.COM,Food & Drink,Return,4.49,
74,08/02/2020,08/03/2020,ITALKBB,Bills & Utilities,Sale,-10.88,
74,08/01/2020,08/02/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
74,08/02/2020,08/02/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/31/2020,08/02/2020,LEMONADE I* LEMONADE I,Bills & Utilities,Sale,-300,
74,08/01/2020,08/02/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/31/2020,07/31/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/30/2020,07/31/2020,WF* WAYFAIR 3253261609,Merchandise & Inventory,Sale,-251.62,
74,07/30/2020,07/31/2020,AMZN Mktp US*MV7FW8W60,Merchandise & Inventory,Sale,-19.85,
74,07/30/2020,07/30/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/30/2020,07/30/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-75.92,
74,07/29/2020,07/29/2020,AMZN Mktp US*MV7K52U40,Merchandise & Inventory,Sale,-19.18,
74,07/28/2020,07/29/2020,AMZN Mktp US*MF6HA9441,Merchandise & Inventory,Sale,-13.85,
74,07/29/2020,07/29/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/27/2020,07/28/2020,INTERNAL MEDICINE ASSOCIA,Health & Wellness,Sale,-25,
74,07/27/2020,07/27/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-30,
74,07/26/2020,07/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,1356.04,
74,07/26/2020,07/26/2020,Amazon Music*MV26U5B72,Merchandise & Inventory,Sale,-4.25,
74,07/24/2020,07/24/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/23/2020,07/24/2020,HIS*HISCOX INC,Bills & Utilities,Sale,-29,
74,07/23/2020,07/23/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-77.72,
74,07/22/2020,07/23/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-183.8,
74,07/22/2020,07/23/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/21/2020,07/22/2020,WALGREENS #19955,Health & Wellness,Sale,-57,
74,07/21/2020,07/21/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/20/2020,07/21/2020,AMZN Mktp US*MV1CQ4NW2,Merchandise & Inventory,Sale,-23.99,
74,07/21/2020,07/21/2020,GOOGLE *Rovio,Professional Services,Sale,-3.19,
74,07/17/2020,07/20/2020,SAMSCLUB.COM,Merchandise & Inventory,Return,378.39,
74,07/19/2020,07/20/2020,AMZN Mktp US*MV38D4J60,Merchandise & Inventory,Sale,-170.57,
74,07/18/2020,07/20/2020,MCDONALD'S F6151,Food & Drink,Sale,-18.5,
74,07/17/2020,07/19/2020,AMZN Mktp US,Merchandise & Inventory,Return,22.38,
74,07/18/2020,07/19/2020,AMZN Mktp US*MV6HY7OS2,Merchandise & Inventory,Sale,-26.98,
74,07/17/2020,07/19/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/18/2020,07/19/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/16/2020,07/17/2020,WINRED* TRUMP MAKE AME,Gifts & Donations,Sale,-50,
74,07/16/2020,07/17/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/16/2020,07/17/2020,AMZN Mktp US*MJ16P8RP2,Merchandise & Inventory,Sale,-1535.63,
74,07/16/2020,07/17/2020,AMZN Mktp US*MJ3WL1IS2,Merchandise & Inventory,Sale,-13.85,
74,07/14/2020,07/16/2020,SHELL OIL 57546224106,Gas,Sale,-32.35,
74,07/15/2020,07/16/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/16/2020,07/16/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-51.23,
74,07/14/2020,07/15/2020,BESTBUYCOM806237470780,Merchandise & Inventory,Sale,-319.86,
74,07/13/2020,07/15/2020,SAMSCLUB.COM,Merchandise & Inventory,Sale,-378.39,
74,07/13/2020,07/14/2020,USPS PO 3304661414,Office & Shipping,Sale,-7.75,
74,07/13/2020,07/14/2020,BESTBUYCOM806237923846,Merchandise & Inventory,Sale,-85.29,
74,07/14/2020,07/14/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/12/2020,07/13/2020,Amazon.com*MV8298CF1,Merchandise & Inventory,Sale,-42.64,
74,07/11/2020,07/12/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-30,
74,07/11/2020,07/12/2020,AMZN Mktp US*MJ1B18DX0,Merchandise & Inventory,Sale,-437.93,
74,07/11/2020,07/12/2020,WALGREENS #19955,Health & Wellness,Sale,-2.65,
74,07/11/2020,07/12/2020,Amazon.com*MJ2VV3SD0,Merchandise & Inventory,Sale,-7.19,
74,07/11/2020,07/12/2020,AMZN Mktp US*MJ6WF8SS0,Merchandise & Inventory,Sale,-15.45,
74,07/08/2020,07/10/2020,AMZN Mktp US,Merchandise & Inventory,Return,17.05,
74,07/10/2020,07/10/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-66.96,
74,07/06/2020,07/09/2020,AMZN Mktp US,Merchandise & Inventory,Return,36.24,
74,07/09/2020,07/09/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/08/2020,07/08/2020,BRIGHT HORIZONS BACKUP,Miscellaneous,Sale,-15,
74,07/07/2020,07/08/2020,HUNTERDON FAMILY DENTAL,Health & Wellness,Sale,-20,
74,07/07/2020,07/08/2020,AMZN Mktp US*MJ8848X40,Merchandise & Inventory,Sale,-6.52,
74,07/07/2020,07/07/2020,OPTIMUM 7875,Bills & Utilities,Sale,-68.49,
74,07/06/2020,07/07/2020,WALGREENS #19955,Health & Wellness,Sale,-4.51,
74,07/06/2020,07/07/2020,AMZN Mktp US*MJ50F70D0,Merchandise & Inventory,Sale,-15.98,
74,07/06/2020,07/07/2020,WALGREENS #19955,Health & Wellness,Sale,-2.65,
74,07/05/2020,07/06/2020,CRICKET WIRELESS,Bills & Utilities,Sale,-100,
74,07/03/2020,07/05/2020,CCM*SEARS WARRANTY,Bills & Utilities,Sale,-53.3,
74,07/04/2020,07/05/2020,INTUIT *TURBOTAX,Office & Shipping,Sale,-26.65,
74,07/03/2020,07/05/2020,Amazon web services,Office & Shipping,Sale,-0.8,
74,07/04/2020,07/05/2020,NEWEGG INC,Office & Shipping,Sale,-309.18,
74,07/04/2020,07/05/2020,OPC*NJM Insurance,Bills & Utilities,Sale,-102.1,
74,07/02/2020,07/03/2020,CONDO CERTS,Professional Services,Sale,-115,
74,07/02/2020,07/03/2020,ITALKBB,Bills & Utilities,Sale,-10.81,
74,07/02/2020,07/03/2020,NJ EZPASS,Travel,Sale,-50,
74,07/01/2020,07/02/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
74,07/02/2020,07/02/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-98.41,
74,06/30/2020,07/01/2020,WALGREENS #19955,Health & Wellness,Sale,-2.99,
74,06/30/2020,07/01/2020,AMZN Mktp US*MS0416WS0,Merchandise & Inventory,Sale,-13.99,
74,06/30/2020,07/01/2020,WALGREENS #19955,Health & Wellness,Sale,-5.31,
74,06/29/2020,06/30/2020,INSTANT CERTS  INC,Office & Shipping,Sale,-36.32,
74,06/29/2020,06/30/2020,AMZN Mktp US*MS6NE2IZ2,Merchandise & Inventory,Sale,-21.31,
74,06/29/2020,06/30/2020,NOA COPPA   *,Bills & Utilities,Sale,-0.5,
74,06/26/2020,06/28/2020,AMZN Mktp US*MS6013SO0,Merchandise & Inventory,Sale,-13.85,
74,06/26/2020,06/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,2073.59,
74,06/26/2020,06/26/2020,Amazon Music*MS2WD3QH2,Merchandise & Inventory,Sale,-4.25,
74,06/25/2020,06/26/2020,THE WRITE STUFF SCHOOL SU,Office & Shipping,Sale,-78.71,
74,06/25/2020,06/25/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-82.44,
74,06/24/2020,06/25/2020,WINRED* TRUMP MAKE AME,Gifts & Donations,Sale,-20,
74,06/24/2020,06/25/2020,WINRED* TRUMP MAKE AME,Gifts & Donations,Sale,-20,
74,06/23/2020,06/24/2020,HIS*HISCOX INC,Bills & Utilities,Sale,-58.08,
74,06/23/2020,06/24/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-106.3,
74,06/21/2020,06/22/2020,NJ EZPASS,Travel,Sale,-50,
74,06/22/2020,06/22/2020,AMZN Mktp US*MS4RG6XB0,Merchandise & Inventory,Sale,-12.99,
74,06/19/2020,06/21/2020,AMZN Mktp US*MS9IT2XF1,Merchandise & Inventory,Sale,-42.6,
74,06/20/2020,06/21/2020,Microsoft*Microsoft 365 F,Bills & Utilities,Sale,-106.61,
74,06/18/2020,06/19/2020,AMZN Mktp US*MS9XF61C1,Merchandise & Inventory,Sale,-22.38,
74,06/17/2020,06/17/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-105.4,
74,06/12/2020,06/12/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-107.21,
74,06/11/2020,06/11/2020,INTUIT *TURBOTAX,Office & Shipping,Sale,-47.97,
74,06/10/2020,06/11/2020,AMZN Mktp US*MY8LW4IS1,Merchandise & Inventory,Sale,-46.6,
74,03/31/2020,06/10/2020,GOOGLE *Rovio,Office & Shipping,Sale,-106.61,
74,06/07/2020,06/08/2020,AMZN Mktp US*MY5P786V1,Merchandise & Inventory,Sale,-15.99,
74,06/05/2020,06/07/2020,CRICKET WIRELESS,Bills & Utilities,Sale,-100,
74,06/05/2020,06/07/2020,AMZN Mktp US*MY6JS0100,Merchandise & Inventory,Sale,-37.31,
74,06/06/2020,06/07/2020,OPTIMUM 7875,Bills & Utilities,Sale,-68.49,
74,06/05/2020,06/07/2020,Amazon.com*MY7C031V0,Merchandise & Inventory,Sale,-104.74,
74,06/05/2020,06/05/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-90.93,
74,06/03/2020,06/04/2020,CCM*SEARS WARRANTY,Bills & Utilities,Sale,-53.3,
74,06/03/2020,06/04/2020,AMZN Mktp US*MY17T51G1,Merchandise & Inventory,Sale,-35.06,
74,06/03/2020,06/04/2020,UNIQLO ECOMMERCE,Merchandise & Inventory,Sale,-104.6,
74,06/03/2020,06/03/2020,Amazon web services,Office & Shipping,Sale,-0.8,
74,06/02/2020,06/03/2020,ITALKBB,Bills & Utilities,Sale,-10.96,
74,06/02/2020,06/03/2020,Express Scripts Phrmcy,Health & Wellness,Sale,-22.68,
74,06/02/2020,06/03/2020,AMZN Mktp US*M77V59WV2,Merchandise & Inventory,Sale,-9.48,
74,06/01/2020,06/02/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
74,05/29/2020,05/31/2020,Amazon.com*M78I95RY0,Merchandise & Inventory,Sale,-33.12,
74,05/30/2020,05/31/2020,Prime Video*MY3S244C1,Merchandise & Inventory,Sale,-2.12,
74,05/29/2020,05/29/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-92.39,
74,05/27/2020,05/28/2020,Amazon.com*M727J2IT1,Merchandise & Inventory,Sale,-19.32,
74,05/28/2020,05/28/2020,UBAMBOOKS,Merchandise & Inventory,Sale,-61.8,
74,05/26/2020,05/27/2020,WF* WAYFAIR 2610437199,Merchandise & Inventory,Sale,-179.12,
74,05/26/2020,05/27/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-79.97,
74,05/26/2020,05/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,1662.6,
74,05/25/2020,05/26/2020,AMZN Mktp US*M71H23G02,Merchandise & Inventory,Sale,-15.94,
74,05/26/2020,05/26/2020,Amazon Music*M79O34KN1,Merchandise & Inventory,Sale,-4.25,
74,05/25/2020,05/26/2020,NJ EZPASS,Travel,Sale,-50,
74,05/23/2020,05/24/2020,GRFRESHMARKET.COM,Food & Drink,Return,20.98,
74,05/23/2020,05/24/2020,GOOGLE *Google Play,Merchandise & Inventory,Sale,-3.19,
74,05/21/2020,05/22/2020,ITALKBB,Bills & Utilities,Sale,-72.26,
74,05/21/2020,05/22/2020,AMZN Mktp US*M70WE63G2,Merchandise & Inventory,Sale,-74.63,
74,05/21/2020,05/22/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-66.31,
74,05/18/2020,05/21/2020,AMZN Mktp US,Merchandise & Inventory,Return,3.2,
74,05/21/2020,05/21/2020,Amazon.com*M721S8NL2,Merchandise & Inventory,Sale,-34.34,
74,05/17/2020,05/18/2020,Amazon.com*M738U0OF0,Merchandise & Inventory,Sale,-41.19,
74,05/15/2020,05/15/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-106.91,
74,05/14/2020,05/15/2020,AMZN Mktp US*MC3JL89I1,Merchandise & Inventory,Sale,-17.99,
74,05/13/2020,05/14/2020,AMZN Mktp US*1G1DC21M3,Merchandise & Inventory,Sale,-21.56,
74,05/13/2020,05/14/2020,AMZN Mktp US*MC6X52SF0,Merchandise & Inventory,Sale,-27.71,
74,05/11/2020,05/13/2020,61707 - NORTH GARAGE,Travel,Sale,-6,
74,05/10/2020,05/12/2020,CHOWBUS,Food & Drink,Return,6.48,
74,05/11/2020,05/11/2020,AMZN Mktp US*FT4AR1G63,Merchandise & Inventory,Sale,-10.88,
74,05/11/2020,05/11/2020,AMZN Mktp US*0M0VG5X43,Merchandise & Inventory,Sale,-15.99,
74,05/09/2020,05/10/2020,aliexpress,Merchandise & Inventory,Sale,-1.5,
74,05/09/2020,05/10/2020,CHOWBUS,Food & Drink,Sale,-117.95,
74,05/09/2020,05/10/2020,aliexpress,Merchandise & Inventory,Sale,-7.36,
74,05/06/2020,05/10/2020,WAL-MART #2625,Health & Wellness,Sale,-77.62,
74,05/06/2020,05/10/2020,WAL-MART #2625,Health & Wellness,Sale,-98.95,
74,05/07/2020,05/10/2020,WAL-MART #2625,Merchandise & Inventory,Return,98.95,
74,05/09/2020,05/10/2020,Amazon.com*T45YP7PO3,Merchandise & Inventory,Sale,-18.12,
74,05/07/2020,05/08/2020,AMZN Mktp US*LR99T25E3,Merchandise & Inventory,Sale,-74.63,
74,05/06/2020,05/08/2020,ALIEXPRESS.COM,Merchandise & Inventory,Sale,-8.53,
74,05/06/2020,05/07/2020,AMZN Mktp US*9K4PA7FB3,Merchandise & Inventory,Sale,-31.98,
74,05/07/2020,05/07/2020,OPTIMUM 7875,Bills & Utilities,Sale,-68.49,
74,05/06/2020,05/07/2020,Amazon.com*S49GF2V73,Merchandise & Inventory,Sale,-85.29,
74,05/05/2020,05/06/2020,NJ EZPASS,Travel,Sale,-25,
74,05/06/2020,05/06/2020,CRICKET WIRELESS,Bills & Utilities,Sale,-100,
74,05/04/2020,05/05/2020,CCM*SEARS WARRANTY,Bills & Utilities,Sale,-53.3,
74,05/04/2020,05/05/2020,NJ EZPASS,Travel,Sale,-25,
74,05/03/2020,05/04/2020,ITALKBB,Bills & Utilities,Sale,-12.56,
74,05/03/2020,05/04/2020,AMZN Mktp US*X44NL44Y3,Merchandise & Inventory,Sale,-16.31,
74,05/02/2020,05/03/2020,Amazon web services,Office & Shipping,Sale,-0.8,
74,05/01/2020,05/03/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
74,04/30/2020,05/01/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-272.15,
74,04/30/2020,04/30/2020,AMZN Mktp US*SM4V71963,Merchandise & Inventory,Sale,-7.45,
74,04/28/2020,04/30/2020,61707 - NORTH GARAGE,Travel,Sale,-6,
74,04/30/2020,04/30/2020,Amazon.com*TA4EQ95C3,Merchandise & Inventory,Sale,-28.74,
74,04/29/2020,04/30/2020,APPLE.COM/BILL,Merchandise & Inventory,Sale,-1.06,
74,04/27/2020,04/29/2020,CHOWBUS,Food & Drink,Return,7.48,
74,04/26/2020,04/27/2020,CHOWBUS,Food & Drink,Sale,-38.42,
74,04/27/2020,04/27/2020,AMZN Digital*7Q8JM6MU3,Merchandise & Inventory,Sale,-1.06,
74,04/26/2020,04/27/2020,AMZN Mktp US*NH8N627B3,Merchandise & Inventory,Sale,-7.74,
74,04/26/2020,04/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,916.28,
74,04/26/2020,04/26/2020,Amazon Music*3D2DI03F3,Merchandise & Inventory,Sale,-4.25,
74,04/24/2020,04/26/2020,CHOWBUS,Food & Drink,Sale,-43.15,
74,04/24/2020,04/26/2020,CHOWBUS,Food & Drink,Sale,-33.37,
74,04/21/2020,04/23/2020,EXXONMOBIL    47524814,Gas,Sale,-47.02,
74,04/22/2020,04/23/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-87.7,
74,04/20/2020,04/21/2020,NJ EZPASS,Travel,Sale,-25,
74,04/20/2020,04/21/2020,CHOWBUS,Food & Drink,Sale,-63.57,
74,04/18/2020,04/20/2020,THE HOME DEPOT 962,Repair & Maintenance,Return,12.01,
74,04/19/2020,04/20/2020,MAVIS TIRE 0171,Automotive,Sale,-26.65,
74,04/18/2020,04/20/2020,THE HOME DEPOT 962,Repair & Maintenance,Sale,-4.23,
74,04/17/2020,04/17/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-253.46,
74,04/13/2020,04/15/2020,YUNBANBAO.COM(YBB.PLUS,Professional Services,Return,7.99,
74,04/13/2020,04/15/2020,YUNBANBAO.COM(YBB.PLUS,Professional Services,Return,7.99,
74,04/11/2020,04/13/2020,THE HOME DEPOT 962,Repair & Maintenance,Sale,-116.96,
74,04/11/2020,04/13/2020,YUNBANBAO.COM(YBB.PLUS,Professional Services,Sale,-102.1,
74,04/10/2020,04/12/2020,STEAMGAMES.COM,Entertainment,Sale,-31.98,
74,04/08/2020,04/10/2020,61707 - NORTH GARAGE,Travel,Sale,-6,
74,04/08/2020,04/09/2020,SPEEDWAY 03482,Gas,Sale,-24.8,
74,04/07/2020,04/08/2020,Amazon.com*SR6CR4PE3,Merchandise & Inventory,Sale,-30.4,
74,04/06/2020,04/07/2020,NJ EZPASS,Travel,Sale,-25,
74,04/05/2020,04/06/2020,CRICKET WIRELESS,Bills & Utilities,Sale,-100,
74,04/06/2020,04/06/2020,OPTIMUM 7875,Bills & Utilities,Sale,-68.49,
74,04/05/2020,04/06/2020,APPLE.COM/BILL,Merchandise & Inventory,Sale,-2.12,
74,04/03/2020,04/05/2020,Amazon.com*YW4PS3O23,Merchandise & Inventory,Sale,-23.45,
74,04/03/2020,04/05/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
74,04/03/2020,04/05/2020,CCM*SEARS WARRANTY,Bills & Utilities,Sale,-53.3,
74,04/04/2020,04/05/2020,OPC*NJM Insurance,Bills & Utilities,Sale,-150,
74,04/04/2020,04/05/2020,ITALKBB,Bills & Utilities,Sale,-72.4,
74,04/03/2020,04/03/2020,Amazon web services,Office & Shipping,Sale,-0.8,
74,03/31/2020,04/02/2020,GOOGLE *Rovio,Office & Shipping,Adjustment,106.61,
74,04/01/2020,04/02/2020,GOOGLE*ROVIO,Entertainment,Return,4.25,
850,03/31/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Sale,-1.06,
850,03/31/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Sale,-1.06,
850,04/01/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Return,10.65,
850,04/01/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Return,106.61,
850,04/01/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Return,1.06,
850,04/01/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Return,1.06,
850,03/31/2020,04/01/2020,GOOGLE *Rovio,Office & Shipping,Sale,-106.61,
850,03/30/2020,03/31/2020,AMZN Mktp US*I91MP6G73,Merchandise & Inventory,Sale,-5.75,
850,03/26/2020,03/27/2020,GOOGLE*ROVIO,Entertainment,Sale,-4.25,
850,03/26/2020,03/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,2166.96,
850,03/26/2020,03/26/2020,Amazon Music*NT3742RA3,Merchandise & Inventory,Sale,-4.25,
850,03/23/2020,03/24/2020,AMZN Mktp US*TT5QH2G33,Merchandise & Inventory,Sale,-20.25,
850,03/23/2020,03/24/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-94.73,
850,03/21/2020,03/23/2020,EXXONMOBIL    47524814,Gas,Sale,-41.42,
850,03/21/2020,03/22/2020,GOOGLE *Artem Karpenko,Office & Shipping,Sale,-5.32,
850,03/21/2020,03/22/2020,GOOGLE *King,Office & Shipping,Sale,-2.12,
850,03/20/2020,03/22/2020,Amazon.com*Z21YM3AF3,Merchandise & Inventory,Sale,-6.34,
850,03/20/2020,03/22/2020,Express Scripts Phrmcy,Health & Wellness,Sale,-22.68,
850,03/20/2020,03/20/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-92.49,
850,03/20/2020,03/20/2020,GRFRESHMARKET.COM,Food & Drink,Return,12.75,
850,03/15/2020,03/16/2020,NETFLIX.COM,Bills & Utilities,Sale,-17.05,
850,03/12/2020,03/15/2020,SHELL OIL 57546224106,Gas,Sale,-32.41,
850,03/15/2020,03/15/2020,GRFRESHMARKET.COM,Food & Drink,Sale,-94,
850,03/12/2020,03/13/2020,STOP &amp,Food & Drink,Sale,-81.95,
850,03/12/2020,03/13/2020,RCN*CABLE PHONE INTERN,Bills & Utilities,Return,15.27,
850,03/11/2020,03/12/2020,WALGREENS #19955,Health & Wellness,Sale,-52.45,
850,03/09/2020,03/10/2020,GOGOMEDS,Health & Wellness,Sale,-20,
850,03/07/2020,03/09/2020,61585 - LIBERTY SCIENCE C,Travel,Sale,-7,
850,03/07/2020,03/09/2020,LIBERTY SCIENC11154044,Food & Drink,Sale,-3.2,
850,03/07/2020,03/09/2020,LIBERTY SCIENC11154044,Food & Drink,Sale,-24.59,
850,03/07/2020,03/09/2020,DSW BEST BUY SHOPPING CTR,Merchandise & Inventory,Sale,-79.99,
850,03/08/2020,03/08/2020,OPTIMUM 7875,Bills & Utilities,Sale,-68.49,
850,03/05/2020,03/06/2020,CRICKET WIRELESS,Bills & Utilities,Sale,-100,
850,03/04/2020,03/06/2020,EXXONMOBIL    47513767,Gas,Sale,-40.25,
850,03/04/2020,03/05/2020,OPC*NJM Insurance,Bills & Utilities,Sale,-144,
850,03/03/2020,03/04/2020,Amazon web services,Office & Shipping,Sale,-0.8,
850,03/03/2020,03/04/2020,CCM*SEARS WARRANTY,Bills & Utilities,Sale,-53.3,
850,03/03/2020,03/04/2020,Amazon.com*YH6D341L3,Merchandise & Inventory,Sale,-41.58,
850,03/03/2020,03/04/2020,ITALKBB,Bills & Utilities,Sale,-11.52,
850,03/02/2020,03/03/2020,US Mobile,Bills & Utilities,Sale,-8.57,
850,03/02/2020,03/03/2020,AMZN Mktp US*7V5BC08D3,Merchandise & Inventory,Sale,-36.24,
850,03/01/2020,03/02/2020,DIGITALOCEAN.COM,Office & Shipping,Sale,-6,
850,03/01/2020,03/02/2020,Google LLC GSUITE_entrepi,Bills & Utilities,Sale,-6,
850,03/01/2020,03/02/2020,AMZN Mktp US*1Z27X6E23,Merchandise & Inventory,Sale,-38.86,
850,02/29/2020,03/01/2020,AMZN Mktp US*GP61Z0LN3,Merchandise & Inventory,Sale,-15.98,
850,02/29/2020,03/01/2020,Scholastic Education,Education,Sale,-31.04,
850,02/28/2020,03/01/2020,WALGREENS #19955,Health & Wellness,Sale,-10.94,
850,02/29/2020,03/01/2020,PANERA BREAD #601500 P,Food & Drink,Sale,-2.65,
850,02/28/2020,03/01/2020,AMZN Mktp US*7Q1PB20W3,Merchandise & Inventory,Sale,-25.98,
850,02/27/2020,02/28/2020,RCN*CABLE PHONE INTERN,Bills & Utilities,Sale,-76.35,
850,02/27/2020,02/28/2020,Amazon.com*GS6A19BZ3,Merchandise & Inventory,Sale,-11.4,
850,02/26/2020,02/26/2020,AUTOMATIC PAYMENT - THANK,,Payment,1185.14,
850,02/26/2020,02/26/2020,Amazon Music*TW2PL4I33,Merchandise & Inventory,Sale,-4.25,
850,02/23/2020,02/25/2020,SARKU JAPAN 085,Food & Drink,Sale,-11.6,
850,02/24/2020,02/25/2020,FIRSTENERGY/EZPAYRECUR,Bills & Utilities,Sale,-96.56,
850,02/23/2020,02/24/2020,HAAGEN DAZS 1150,Food & Drink,Sale,-4.5,
850,02/21/2020,02/23/2020,Amazon.com*PJ9N37O83,Merchandise & Inventory,Sale,-11.61,
850,02/20/2020,02/23/2020,61707 - NORTH GARAGE,Travel,Sale,-25,
850,02/21/2020,02/23/2020,WALGREENS #19955,Health & Wellness,Sale,-5.45,
850,02/22/2020,02/23/2020,AMZN Mktp US*0P7ZG7QY3,Merchandise & Inventory,Sale,-7.45,
850,02/21/2020,02/23/2020,INTERNAL MEDICINE ASSOCIA,Health & Wellness,Sale,-25,
850,02/21/2020,02/23/2020,ITALKBB,Bills & Utilities,Sale,-6.17,
850,02/20/2020,02/21/2020,SPEEDWAY 03482,Gas,Sale,-32,
850,02/19/2020,02/20/2020,AMZN Mktp US*U381H9RP3,Merchandise & Inventory,Sale,-1.27,
850,02/18/2020,02/20/2020,61707 - NORTH GARAGE,Travel,Sale,-15,
850,02/18/2020,02/18/2020,AMZN Mktp US*7L8812JC3,Merchandise & Inventory,Sale,-26.65,
850,02/18/2020,02/18/2020,AMZN Mktp US*MD0EJ07Z3,Merchandise & Inventory,Sale,-28.77,
850,02/18/2020,02/18/2020,AMZN Mktp US*XI8578P43,Merchandise & Inventory,Sale,-50.1,
850,02/15/2020,02/17/2020,CRAYOLA EXPERIENCE,Entertainment,Sale,-13.53,
850,02/15/2020,02/17/2020,GOOGLE*ROVIO,Entertainment,Sale,-1.06,
850,02/15/2020,02/16/2020,NETFLIX.COM,Bills & Utilities,Sale,-17.05,
850,02/15/2020,02/16/2020,GOOGLE *Rovio,Office & Shipping,Sale,-1.06,
850,02/15/2020,02/16/2020,GOOGLE *Rovio,Entertainment,Sale,-10.65,
850,02/13/2020,02/14/2020,GOOGLE *Maxim Karpenko,Office & Shipping,Sale,-8.52,
850,02/14/2020,02/14/2020,GOOGLE *Rovio,Office & Shipping,Sale,-1.06,
850,02/13/2020,02/13/2020,GOOGLE *Maxim Karpenko,Office & Shipping,Sale,-8.52,
850,02/12/2020,02/13/2020,AMZN Mktp US*487JF8JA3,Merchandise & Inventory,Sale,-42.64,
850,02/12/2020,02/13/2020,AMZN Mktp US*HU1GO7D63,Merchandise & Inventory,Sale,-31.88,
850,02/12/2020,02/13/2020,AMZN Mktp US*VC11229K3,Merchandise & Inventory,Sale,-15.23,
850,02/11/2020,02/12/2020,TRADER JOE'S #614,Food & Drink,Sale,-37.8,
850,02/11/2020,02/12/2020,99 RANCH #1601,Food & Drink,Sale,-209.55,
850,02/11/2020,02/12/2020,TARGET        00012245,Merchandise & Inventory,Sale,-3.99,
850,02/09/2020,02/10/2020,GOOGLE*ROVIO,Entertainment,Sale,-1.06,
850,02/09/2020,02/10/2020,SHIMON AND SARA BIRNBAUM,Miscellaneous,Sale,-180,
850,02/09/2020,02/10/2020,GOOGLE*ROVIO,Entertainment,Sale,-1.06,
