Cleared,5/2/19,"HUNTERDON HEALTHCARE C FLEMINGTON    NJ 
",19.3,,Health Care
Cleared,3/30/19,"HUNTERDON FAMILY DENTA LEBANON       NJ 
",261,,Health Care
Cleared,3/16/19,"CIGNA PHARM OF PA      SIOUX FALLS   SD 
",1.06,,Health Care
Cleared,3/13/19,"HUNTERDON PEDIATRIC AS FLEMINGTON    NJ 
",25,,Health Care
Cleared,3/11/19,"HUNTERDON FAMILY MEDIC CLINTON       NJ 
",25,,Health Care
Cleared,2/25/19,"HUNTERDON FAMILY MEDIC WASHINGTON    NJ 
",25,,Health Care
Cleared,2/19/19,"HUNTERDON FAMILY MEDIC CLINTON       NJ 
",25,,Health Care
Cleared,2/8/19,"CIGNA PHARM OF PA      SIOUX FALLS   SD 
",1.06,,Health Care
Cleared,1/9/19,"HUNTERDON SPECIALTY CA FLEMINGTON    NJ 
",40,,Health Care
,,,,,
,,,,,
Cleared,11/10/19,"SHIMON AND SARA BIRNBA 9087256994    NJ 
",180,,Organizations
Cleared,11/8/19,"SCHOLASTIC BOOK FAIRS  LAKE MARY     FL 
",22,,Organizations
,,,,,
Cleared,11/21/19,"USPS PO 3304661414     BASKING RIDGE NJ 
",7.35,,Services
Cleared,10/16/19,"USPS PO 3302100302     ANNANDALE     NJ 
",8.54,,Services
,,,,,
Cleared,12/7/19,PANERA BREAD #601500   BASKING RIDGE NJ                 ,34.38,,Restaurants
Cleared,12/8/19,MCDONALD'S F23375      BRIDGEWATER   NJ                 ,11.81,,Restaurants
Cleared,12/12/19,EXXON CLINTON 197929 9 ANNANDALE     XXXX-XXXX-XXXX-9559,6.39,,Restaurants
Cleared,12/15/19,CHUCK E CHEESE  512    BRIDGEWATER   NJ                 ,9.05,,Restaurants
Cleared,12/15/19,CHUCK E CHEESE  512    BRIDGEWATER   NJ                 ,12,,Restaurants
Cleared,12/2/19,"TST* SUNMERRY BAKERY   EDISON        NJ 
",25.64,,Restaurants
Cleared,12/1/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",10.75,,Restaurants
Cleared,11/24/19,"RUBY THAI KITCHEN      EDISON        NJ 
",15.97,,Restaurants
Cleared,11/16/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",10.75,,Restaurants
Cleared,11/14/19,"EXXON CLINTON 10197929 ANNANDALE     NJ 
",4.54,,Restaurants
Cleared,11/2/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",9.68,,Restaurants
Cleared,10/27/19,"KI KU HIBACHI & SUSHI  BEDMINSTER    NJ 
",40.48,,Restaurants
Cleared,10/25/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.34,,Restaurants
Cleared,10/22/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",8.73,,Restaurants
Cleared,10/20/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",14.04,,Restaurants
Cleared,10/13/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",10.95,,Restaurants
Cleared,9/28/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",15.52,,Restaurants
Cleared,9/27/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.7,,Restaurants
Cleared,9/15/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",10.75,,Restaurants
Cleared,9/8/19,"NEW YORK DUN HUANG INC BROOKLYN      NY 
",22.7,,Restaurants
Cleared,9/3/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.04,,Restaurants
Cleared,9/3/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",2.78,,Restaurants
Cleared,9/1/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",17.23,,Restaurants
Cleared,8/30/19,"VENETO RISTORANTE      BASKING RIDGE NJ 
",5.48,,Restaurants
Cleared,8/28/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.69,,Restaurants
Cleared,8/27/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.92,,Restaurants
Cleared,8/26/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",4.69,,Restaurants
Cleared,8/23/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.21,,Restaurants
Cleared,8/6/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",8.71,,Restaurants
Cleared,8/3/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",23.1,,Restaurants
Cleared,7/31/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.9,,Restaurants
Cleared,7/28/19,"TST* SUNMERRY BAKERY   EDISON        NJ 
",37.73,,Restaurants
Cleared,7/12/19,"CHU S CAFE             BASKING RIDGE NJ 
",51.1,,Restaurants
Cleared,7/12/19,"CHU S CAFE             BASKING RIDGE NJ 
",65.4,,Restaurants
Cleared,7/8/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",1.67,,Restaurants
Cleared,7/7/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",15.97,,Restaurants
Cleared,7/5/19,"PANERA BREAD #601500   BASKING RIDGE NJ 
",18.52,,Restaurants
Cleared,6/30/19,"MCDONALD'S F23375      BRIDGEWATER   NJ 
",18.3,,Restaurants
Cleared,6/23/19,"PANERA BREAD #601492   PISCATAWAY    NJ 
",26.09,,Restaurants
Cleared,6/16/19,"CHUNG SOL GARDEN       EDISON        NJ 
",32.7,,Restaurants
Cleared,6/11/19,"EXXON CLINTON 197929 9 ANNANDALE        
Digital Account Number XXXXXXXXXXXX121
",5.9,,Restaurants
Cleared,6/2/19,"PENANG STREET SOUTHEAS EDISON        NJ 
",22.37,,Restaurants
